timestamp;day;hour;bag_id;flight;terminal;zone;sensor;process;speed;vibration;temp;rfid_ok;jam;intervene;priority;result;screen_delay;vehicle_delay
03/01/25 17:46;3;17;B021;FL160;T1;Zone_C;S-13;screening;;3.7;45.0;1;0;0;0;1;0.6;
03/01/25 17:49;3;17;B021;FL160;T1;Zone_C;S-22;sorting;;3.9;51.3;1;0;0;0;1;;
03/01/25 17:54;3;17;B021;FL160;T1;Zone_C;S-02;transport;1.76;4.1;43.0;1;0;0;0;1;;1.5
03/01/25 14:19;3;14;B022;FL220;T1;Zone_C;C-02;checkin;1.38;3.4;43.7;1;0;0;0;1;;0.3
03/01/25 14:21;3;14;B022;FL220;T1;Zone_C;S-11;screening;;5.2;47.2;1;0;0;0;1;1.0;
03/01/25 14:26;3;14;B022;FL220;T1;Zone_C;S-22;sorting;;4.8;51.6;1;0;0;0;1;;
03/01/25 14:32;3;14;B022;FL220;T1;Zone_C;S-09;transport;1.77;3.0;47.0;1;0;0;0;1;;0.1
03/01/25 09:00;3;9;B023;FL170;T3;Zone_C;S-03;transport;1.95;4.9;47.0;1;0;0;0;1;;1.3
03/01/25 09:07;3;9;B023;FL170;T3;Zone_C;S-13;screening;;5.3;43.5;1;0;0;0;1;2.0;
03/01/25 09:11;3;9;B023;FL170;T3;Zone_C;S-23;sorting;;4.3;47.0;1;0;0;0;1;;
03/01/25 09:15;3;9;B023;FL170;T3;Zone_C;S-09;transport;1.55;4.2;44.8;1;0;0;0;1;;1.2
03/01/25 19:05;3;19;B024;FL104;T2;Zone_B;C-01;checkin;1.64;5.5;43.1;1;0;0;0;1;;0.2
03/01/25 19:08;3;19;B024;FL104;T2;Zone_B;S-12;screening;;3.2;42.2;1;0;0;0;1;0.5;
03/01/25 19:15;3;19;B024;FL104;T2;Zone_B;S-22;sorting;;4.1;43.9;1;0;0;0;1;;
03/01/25 19:21;3;19;B024;FL104;T2;Zone_B;S-01;transport;1.79;4.3;45.0;1;0;0;0;1;;0.0
04/01/25 05:07;4;5;B025;FL101;T2;Zone_C;C-02;checkin;1.56;3.1;42.3;1;0;0;0;1;;0.0
04/01/25 05:11;4;5;B025;FL101;T2;Zone_C;S-11;screening;;2.9;45.8;1;0;0;0;1;2.1;
04/01/25 05:17;4;5;B025;FL101;T2;Zone_C;S-22;sorting;;5.1;49.5;1;0;0;0;1;;
04/01/25 05:23;4;5;B025;FL101;T2;Zone_C;S-01;transport;1.91;4.6;43.5;1;0;0;0;1;;1.4
04/01/25 13:12;4;13;B026;FL155;T1;Zone_B;S-02;transport;1.59;3.2;52.0;1;0;0;0;1;;0.6
04/01/25 13:16;4;13;B026;FL155;T1;Zone_B;S-11;screening;;2.6;47.0;1;0;0;0;0;1.2;
04/01/25 13:19;4;13;B026;FL155;T1;Zone_B;S-21;sorting;;4.0;50.6;1;0;0;0;1;;
04/01/25 13:21;4;13;B026;FL155;T1;Zone_B;S-09;transport;1.74;5.4;42.3;1;0;0;0;1;;1.1
04/01/25 10:59;4;10;B027;FL140;T2;Zone_C;C-02;checkin;1.35;5.3;45.1;1;0;0;0;1;;0.2
04/01/25 11:04;4;11;B027;FL140;T2;Zone_C;S-13;screening;;4.4;50.6;1;0;0;0;1;0.6;
04/01/25 11:08;4;11;B027;FL140;T2;Zone_C;S-23;sorting;;4.2;50.0;1;0;0;0;1;;
04/01/25 11:12;4;11;B027;FL140;T2;Zone_C;S-03;transport;1.71;2.7;44.0;1;0;0;0;1;;1.2
04/01/25 17:50;4;17;B028;FL120;T3;Zone_C;C-02;checkin;1.38;4.5;44.5;1;0;0;0;1;;0.3
04/01/25 17:52;4;17;B028;FL120;T3;Zone_C;S-11;screening;;3.6;44.8;1;0;0;0;1;2.4;
04/01/25 17:57;4;17;B028;FL120;T3;Zone_C;S-22;sorting;;3.6;43.0;1;0;0;0;1;;
04/01/25 18:02;4;18;B028;FL120;T3;Zone_C;S-09;transport;1.54;2.7;51.8;1;0;0;0;1;;0.9
04/01/25 16:40;4;16;B029;FL200;T3;Zone_A;C-01;checkin;1.71;3.6;46.1;1;0;0;1;1;;0.3
04/01/25 16:44;4;16;B029;FL200;T3;Zone_A;S-12;screening;;3.9;45.7;1;1;1;1;1;1.1;
04/01/25 16:48;4;16;B029;FL200;T3;Zone_A;S-21;sorting;;2.7;43.8;1;0;0;1;1;;
04/01/25 16:50;4;16;B029;FL200;T3;Zone_A;S-09;transport;1.7;3.2;48.8;1;0;0;1;1;;1.1
04/01/25 14:36;4;14;B030;FL220;T3;Zone_C;C-01;checkin;1.47;3.3;46.6;1;0;0;0;1;;0.4
04/01/25 14:40;4;14;B030;FL220;T3;Zone_C;S-13;screening;;3.0;51.8;1;0;0;0;1;2.2;
04/01/25 14:47;4;14;B030;FL220;T3;Zone_C;S-22;sorting;;5.4;46.9;1;0;0;0;1;;
04/01/25 14:53;4;14;B030;FL220;T3;Zone_C;S-02;transport;1.8;5.4;48.8;1;0;0;0;1;;1.0
04/01/25 21:59;4;21;B031;FL200;T3;Zone_A;C-01;checkin;1.77;5.2;47.5;1;0;0;0;1;;0.2
04/01/25 22:03;4;22;B031;FL200;T3;Zone_A;S-12;screening;;5.4;51.9;1;0;0;0;1;2.3;
04/01/25 22:10;4;22;B031;FL200;T3;Zone_A;S-21;sorting;;3.8;47.5;1;0;0;0;1;;
04/01/25 22:16;4;22;B031;FL200;T3;Zone_A;S-02;transport;1.65;4.4;48.5;1;0;0;0;1;;0.8
04/01/25 16:39;4;16;B032;FL210;T2;Zone_A;S-03;transport;1.61;3.3;47.4;1;0;0;0;1;;0.0
04/01/25 16:46;4;16;B032;FL210;T2;Zone_A;S-12;screening;;2.6;43.8;1;0;0;0;1;0.5;
04/01/25 16:50;4;16;B032;FL210;T2;Zone_A;S-21;sorting;;4.3;42.7;1;1;1;0;1;;
04/01/25 16:52;4;16;B032;FL210;T2;Zone_A;S-03;transport;1.51;3.9;43.5;1;0;0;0;1;;0.4
05/01/25 20:56;5;20;B033;FL101;T2;Zone_B;C-02;checkin;1.34;5.4;42.7;1;0;0;0;1;;0.4
05/01/25 20:58;5;20;B033;FL101;T2;Zone_B;S-11;screening;;4.2;46.1;1;1;1;0;1;0.2;
05/01/25 21:02;5;21;B033;FL101;T2;Zone_B;S-22;sorting;;3.3;43.1;1;0;0;0;1;;
05/01/25 21:07;5;21;B033;FL101;T2;Zone_B;S-01;transport;2.0;3.3;47.1;1;0;0;0;1;;1.1
05/01/25 08:30;5;8;B034;FL200;T2;Zone_A;S-01;transport;1.73;3.1;50.3;1;0;0;0;1;;1.5
05/01/25 08:36;5;8;B034;FL200;T2;Zone_A;S-13;screening;;4.0;42.6;1;0;0;0;1;0.6;
05/01/25 08:40;5;8;B034;FL200;T2;Zone_A;S-22;sorting;;3.0;46.7;1;0;0;0;1;;
05/01/25 08:42;5;8;B034;FL200;T2;Zone_A;S-01;transport;1.69;5.5;46.0;1;0;0;0;1;;0.3
05/01/25 08:43;5;8;B035;FL104;T1;Zone_B;S-01;transport;1.59;4.0;44.4;1;0;0;0;1;;0.1
05/01/25 08:50;5;8;B035;FL104;T1;Zone_B;S-12;screening;;4.7;47.6;1;1;1;0;1;1.9;
05/01/25 08:55;5;8;B035;FL104;T1;Zone_B;S-23;sorting;;3.5;50.0;1;0;0;0;1;;
05/01/25 08:58;5;8;B035;FL104;T1;Zone_B;S-02;transport;1.98;5.4;48.5;1;0;0;0;1;;0.5
05/01/25 08:44;5;8;B036;FL110;T2;Zone_B;C-02;checkin;1.78;4.9;51.6;1;0;1;1;1;;0.1
05/01/25 08:47;5;8;B036;FL110;T2;Zone_B;S-11;screening;;2.9;49.8;1;0;1;1;1;0.9;
05/01/25 08:54;5;8;B036;FL110;T2;Zone_B;S-22;sorting;;4.7;45.4;1;0;0;1;1;;
05/01/25 08:56;5;8;B036;FL110;T2;Zone_B;S-01;transport;1.56;4.9;44.4;1;1;1;1;1;;0.8
05/01/25 06:31;5;6;B037;FL220;T2;Zone_A;C-02;checkin;1.52;3.3;45.1;1;0;1;1;1;;0.2
05/01/25 06:36;5;6;B037;FL220;T2;Zone_A;S-11;screening;;2.8;51.2;1;0;0;1;1;0.6;
05/01/25 06:39;5;6;B037;FL220;T2;Zone_A;S-21;sorting;;3.6;46.1;1;0;1;1;0;;
05/01/25 06:43;5;6;B037;FL220;T2;Zone_A;S-02;transport;1.85;3.8;48.4;1;0;1;1;1;;0.3
05/01/25 21:01;5;21;B038;FL210;T2;Zone_B;C-01;checkin;1.74;4.8;48.3;1;1;1;0;1;;0.1
05/01/25 21:04;5;21;B038;FL210;T2;Zone_B;S-13;screening;;4.8;42.9;1;0;0;0;1;1.5;
05/01/25 21:10;5;21;B038;FL210;T2;Zone_B;S-23;sorting;;4.7;49.7;1;0;0;0;1;;
05/01/25 21:14;5;21;B038;FL210;T2;Zone_B;S-02;transport;1.57;5.4;44.5;1;0;0;0;1;;0.4
05/01/25 14:47;5;14;B039;FL115;T2;Zone_B;C-01;checkin;1.57;4.0;49.3;1;0;0;0;1;;0.3
05/01/25 14:50;5;14;B039;FL115;T2;Zone_B;S-13;screening;;3.4;50.1;1;0;0;0;1;1.8;
05/01/25 14:54;5;14;B039;FL115;T2;Zone_B;S-22;sorting;;3.0;48.8;1;1;1;0;1;;
05/01/25 14:57;5;14;B039;FL115;T2;Zone_B;S-09;transport;1.79;2.6;47.0;1;0;0;0;1;;1.1
05/01/25 11:37;5;11;B040;FL155;T2;Zone_A;S-03;transport;1.9;3.3;43.4;1;0;0;0;1;;1.4
05/01/25 11:45;5;11;B040;FL155;T2;Zone_A;S-13;screening;;2.9;50.0;1;0;0;0;0;0.8;
05/01/25 11:50;5;11;B040;FL155;T2;Zone_A;S-21;sorting;;2.7;48.5;1;0;0;0;1;;
05/01/25 11:56;5;11;B040;FL155;T2;Zone_A;S-02;transport;1.96;4.1;51.9;1;0;0;0;1;;0.7
06/01/25 08:27;6;8;B041;FL220;T3;Zone_C;C-02;checkin;1.41;4.4;49.5;1;0;0;0;1;;0.1
06/01/25 08:32;6;8;B041;FL220;T3;Zone_C;S-12;screening;;3.1;46.1;1;0;0;0;1;0.4;
06/01/25 08:38;6;8;B041;FL220;T3;Zone_C;S-21;sorting;;3.6;42.1;1;0;0;0;1;;
06/01/25 08:40;6;8;B041;FL220;T3;Zone_C;S-09;transport;1.56;3.4;43.6;1;0;0;0;1;;0.4
06/01/25 07:27;6;7;B042;FL155;T2;Zone_A;S-09;transport;1.79;3.3;44.2;1;0;0;0;1;;1.3
06/01/25 07:33;6;7;B042;FL155;T2;Zone_A;S-13;screening;;3.2;45.7;1;0;0;0;1;0.3;
06/01/25 07:38;6;7;B042;FL155;T2;Zone_A;S-22;sorting;;2.7;45.9;1;0;0;0;1;;
06/01/25 07:41;6;7;B042;FL155;T2;Zone_A;S-02;transport;1.99;5.5;44.5;1;0;0;0;1;;0.7
06/01/25 16:48;6;16;B043;FL220;T2;Zone_B;C-01;checkin;1.24;3.8;52.0;1;0;0;0;1;;0.5
06/01/25 16:50;6;16;B043;FL220;T2;Zone_B;S-13;screening;;3.2;42.3;1;0;0;0;1;2.4;
06/01/25 16:56;6;16;B043;FL220;T2;Zone_B;S-22;sorting;;3.3;42.5;1;0;0;0;0;;
06/01/25 17:00;6;17;B043;FL220;T2;Zone_B;S-09;transport;1.86;7.4;58.5;1;0;0;0;1;;0.0
06/01/25 13:52;6;13;B044;FL150;T3;Zone_A;S-02;transport;1.63;4.3;49.9;1;0;0;0;1;;1.2
06/01/25 13:59;6;13;B044;FL150;T3;Zone_A;S-13;screening;;4.8;50.0;1;0;0;0;1;0.3;
06/01/25 14:05;6;14;B044;FL150;T3;Zone_A;S-21;sorting;;4.8;45.9;1;0;0;0;1;;
06/01/25 14:09;6;14;B044;FL150;T3;Zone_A;S-02;transport;1.51;5.2;50.4;1;0;0;0;1;;1.3
06/01/25 13:32;6;13;B045;FL210;T1;Zone_B;C-02;checkin;1.47;2.7;45.7;1;0;0;0;0;;0.4
06/01/25 13:34;6;13;B045;FL210;T1;Zone_B;S-12;screening;;4.2;46.1;1;0;0;0;1;0.8;
06/01/25 13:39;6;13;B045;FL210;T1;Zone_B;S-22;sorting;;3.8;47.1;1;0;0;0;1;;
06/01/25 13:42;6;13;B045;FL210;T1;Zone_B;S-01;transport;1.61;2.7;47.2;1;0;0;0;1;;0.0
06/01/25 16:19;6;16;B046;FL140;T1;Zone_B;S-01;transport;1.83;3.5;49.7;1;0;0;0;1;;0.0
06/01/25 16:25;6;16;B046;FL140;T1;Zone_B;S-11;screening;;3.5;45.8;1;0;0;0;1;0.2;
06/01/25 16:32;6;16;B046;FL140;T1;Zone_B;S-22;sorting;;5.5;51.3;1;0;0;0;1;;
06/01/25 16:34;6;16;B046;FL140;T1;Zone_B;S-03;transport;1.75;3.1;47.9;1;0;0;0;1;;0.6
06/01/25 16:19;6;16;B047;FL170;T1;Zone_C;C-01;checkin;1.43;4.3;43.7;1;0;0;0;1;;0.1
06/01/25 16:21;6;16;B047;FL170;T1;Zone_C;S-12;screening;;3.0;49.4;1;0;0;0;1;1.0;
06/01/25 16:26;6;16;B047;FL170;T1;Zone_C;S-21;sorting;;3.8;50.5;1;0;0;0;0;;
06/01/25 16:29;6;16;B047;FL170;T1;Zone_C;S-09;transport;1.79;7.8;56.8;1;1;1;0;1;;0.6
06/01/25 15:43;6;15;B048;FL220;T2;Zone_A;C-02;checkin;1.35;3.1;51.2;1;0;0;0;1;;0.2
06/01/25 15:45;6;15;B048;FL220;T2;Zone_A;S-12;screening;;2.8;48.2;1;0;0;0;1;0.6;
06/01/25 15:50;6;15;B048;FL220;T2;Zone_A;S-21;sorting;;3.4;49.1;1;0;0;0;1;;
06/01/25 15:55;6;15;B048;FL220;T2;Zone_A;S-01;transport;1.64;4.7;50.6;1;0;0;0;1;;0.0
07/01/25 07:45;7;7;B049;FL101;T3;Zone_C;C-01;checkin;1.43;3.8;43.8;1;0;0;0;1;;0.5
07/01/25 07:48;7;7;B049;FL101;T3;Zone_C;S-12;screening;;3.6;49.2;1;0;0;0;1;2.3;
07/01/25 07:54;7;7;B049;FL101;T3;Zone_C;S-22;sorting;;3.2;50.7;1;0;0;0;1;;
07/01/25 07:59;7;7;B049;FL101;T3;Zone_C;S-03;transport;1.6;3.6;49.5;1;0;0;0;1;;1.2
07/01/25 11:22;7;11;B050;FL200;T3;Zone_B;S-02;transport;1.97;3.0;42.3;1;0;0;0;1;;1.1
07/01/25 11:25;7;11;B050;FL200;T3;Zone_B;S-12;screening;;3.8;48.9;1;0;0;0;1;1.0;
07/01/25 11:28;7;11;B050;FL200;T3;Zone_B;S-22;sorting;;4.3;45.7;1;0;0;0;1;;
07/01/25 11:34;7;11;B050;FL200;T3;Zone_B;S-01;transport;1.54;4.3;51.9;1;0;0;0;1;;0.1
07/01/25 14:17;7;14;B051;FL150;T1;Zone_C;S-02;transport;1.6;5.4;51.0;1;0;0;0;1;;0.8
07/01/25 14:20;7;14;B051;FL150;T1;Zone_C;S-11;screening;;5.0;43.0;1;0;0;0;1;0.7;
07/01/25 14:23;7;14;B051;FL150;T1;Zone_C;S-23;sorting;;3.3;51.3;1;0;0;0;0;;
07/01/25 14:28;7;14;B051;FL150;T1;Zone_C;S-01;transport;1.75;3.5;46.3;1;0;0;0;1;;0.3
07/01/25 13:13;7;13;B052;FL200;T3;Zone_B;S-01;transport;1.71;4.8;43.6;1;0;0;0;1;;0.9
07/01/25 13:16;7;13;B052;FL200;T3;Zone_B;S-12;screening;;4.4;48.3;1;0;0;0;1;2.5;
07/01/25 13:22;7;13;B052;FL200;T3;Zone_B;S-23;sorting;;5.0;43.6;1;0;0;0;1;;
07/01/25 13:25;7;13;B052;FL200;T3;Zone_B;S-02;transport;1.99;2.6;48.5;1;0;0;0;1;;1.1
07/01/25 20:19;7;20;B053;FL155;T1;Zone_C;C-01;checkin;1.43;3.9;48.5;1;0;0;1;1;;0.2
07/01/25 20:24;7;20;B053;FL155;T1;Zone_C;S-12;screening;;2.6;49.6;1;0;0;1;1;0.6;
07/01/25 20:30;7;20;B053;FL155;T1;Zone_C;S-23;sorting;;3.2;50.3;1;0;0;1;1;;
07/01/25 20:33;7;20;B053;FL155;T1;Zone_C;S-01;transport;2.0;4.3;44.2;1;0;0;1;1;;1.3
07/01/25 13:11;7;13;B054;FL115;T3;Zone_A;C-02;checkin;1.66;3.4;49.1;1;1;1;0;1;;0.3
07/01/25 13:15;7;13;B054;FL115;T3;Zone_A;S-13;screening;;3.7;51.1;1;0;0;0;1;0.7;
07/01/25 13:18;7;13;B054;FL115;T3;Zone_A;S-23;sorting;;5.0;47.6;1;0;0;0;1;;
07/01/25 13:21;7;13;B054;FL115;T3;Zone_A;S-01;transport;1.72;5.0;45.2;1;0;0;0;1;;0.6
07/01/25 05:56;7;5;B055;FL220;T1;Zone_C;S-01;transport;1.75;3.6;51.7;1;0;0;0;1;;1.5
07/01/25 06:04;7;6;B055;FL220;T1;Zone_C;S-13;screening;;4.3;43.5;1;0;0;0;1;2.2;
07/01/25 06:09;7;6;B055;FL220;T1;Zone_C;S-22;sorting;;4.8;43.5;1;0;0;0;1;;
07/01/25 06:14;7;6;B055;FL220;T1;Zone_C;S-03;transport;1.76;4.0;46.0;1;0;0;0;1;;0.6
07/01/25 12:35;7;12;B056;FL220;T1;Zone_A;S-01;transport;1.57;5.1;43.1;1;0;0;0;1;;1.1
07/01/25 12:43;7;12;B056;FL220;T1;Zone_A;S-13;screening;;5.2;48.5;1;0;0;0;1;0.4;
